source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,astrometric_excess_noise,teff_gspphot,radius_gspphot,add_teff,add_r,add_g,add_b
945637900343263744,101.07224633884826,40.622247439941816,3.285592613061415,0.026513219,5.790897,7.119356,4.615624,2.5037322,0.986141,0.16374564,,,2722.505878195965,1.0,0.6570418566021774,0.34991082780591093
984918228123275776,117.77349659827298,54.12948075949114,33.329596650419525,0.03843557,5.912585,6.149672,5.5154524,0.63421965,1.0507109,0.19360815,6279.799,1.4281,5836.709522462219,1.0,0.954523711169795,0.9107471229020139
994706424230851712,98.636696659075,55.35306792208882,3.3054671140838487,0.045543246,5.8153076,6.7624903,4.855298,1.9071922,1.6174856,0.28344506,4565.957,55.4401,3268.7060785675317,1.0,0.7283649486280968,0.49952601464211893
1013695810383617152,130.7503622706136,46.9005895418072,7.226329673807868,0.05493059,5.951742,6.439649,5.2989345,1.1407146,1.9344789,0.33311027,5022.546,10.6926,4428.443580883626,1.0,0.8468147702861226,0.7238143227495254
1049765396704695936,147.74478153974084,59.03805958941325,28.378297904109104,0.15291466,3.705446,3.8871439,3.3962438,0.49090004,3.45439,1.2284034,,,6430.450199446646,1.0,0.9923137812532771,0.9736436254214832
1093722565913923840,127.4417304981601,67.29748578950702,9.64376086781987,0.032491956,5.6350646,6.1159525,4.987321,1.1286316,0.99358445,0.2219193,5057.861,9.5513,4453.705580850133,1.0,0.8490336628584235,0.7278021908405197
1109897069153776128,106.46572625462257,70.73189842773377,2.84654922993982,0.022815311,5.8588343,6.7550955,4.9249477,1.8301477,0.96904117,0.14675665,,,3356.2008373381577,1.0,0.7386691170149072,0.5200814200031183
1123263037441061888,129.92730942031483,73.62923426088021,8.01313504023486,0.02069976,5.8901825,6.3927054,5.2231917,1.1695137,0.96914697,0.14783953,4814.378,11.1037,4369.428760346644,1.0,0.8415814732445416,0.7143825314640773
1156084632057284224,228.79724120141185,4.9393754112616906,6.307737057609023,0.23955591,4.973391,5.5586424,4.2730026,1.2856398,3.5304627,1.6456205,5140.154,20.1424,4147.279710296185,1.0,0.8212271513203672,0.6773332607193121
1201381762344112640,243.8689899549026,18.807712396212143,10.711548171807408,0.06765022,5.413513,5.9617805,4.71678,1.2450004,1.1583719,0.3469556,4615.5293,11.1908,4222.285437186008,1.0,0.8282189448375655,0.6901270708242433
1205269051344217088,241.84234244543757,21.82244968248888,5.344021802461383,0.10999481,5.68208,6.4190683,4.842522,1.5765462,4.7597804,0.9211377,,,3681.890357730203,1.0,0.7747971751878078,0.5904111613226533
1226796526941689856,213.5204219101113,12.959200053475362,29.711124664581675,0.057109643,5.392254,5.668376,4.956852,0.711524,0.829507,0.36435154,6024.051,2.2177,5562.5904456140015,1.0,0.9357595027434863,0.879054213640667
1231881287184934272,214.36861453107085,15.26341470143212,3.168224073564909,0.09497348,4.997034,6.091452,3.955253,2.1361992,1.2799733,0.5648907,,,3034.3004727792195,1.0,0.6993376907874571,0.440285159977254
1276480433745570944,228.52539480305128,31.787720603998032,5.011076855357135,0.13605183,5.3411274,6.2386346,4.403403,1.8352318,4.2457623,1.335439,4639.0425,37.6225,3350.278373421536,1.0,0.7379801579940111,0.5187143155661116
1310284059748155136,255.0721423618982,30.92652313621418,19.763930047930945,0.15474604,3.9134347,3.8841422,3.875723,0.008419275,2.4729664,1.4478501,9402.281,3.0423,10021.41709852034,0.7904349886580795,0.8548345140793218,1.0
1313234942798111488,253.2414317445224,31.7015944029988,33.60143023642934,0.047489792,5.255359,5.417783,4.968979,0.4488039,0.98800623,0.4888066,7040.957,1.5354,6630.585253191602,1.0,0.983204737840302,1.0
1326482271205949184,250.96497407909015,34.03905702401856,18.642216033906905,0.025420554,5.95595,6.1054144,5.6817756,0.42363882,1.0482605,0.2159436,7093.8623,1.9766,6756.816026015525,0.9873960750410055,0.9697497457653872,1.0
1339952869195300608,258.7616572468772,36.8091745480388,8.899064345249363,0.13226558,2.7025177,3.727473,2.2475624,1.4799106,2.791239,1.038962,,,3823.975560006497,1.0,0.7895673409161141,0.6184535393029263
1352588216303348608,250.7242233003289,38.92187538840611,29.259479569758373,0.14335263,3.2446299,3.856567,2.6575513,1.1990156,3.435432,1.2614369,,,4310.659437373364,1.0,0.8362992272409778,0.7048243585918704
1384195086792268800,238.1715643923812,42.45431545672387,62.90276574302901,0.08073373,4.424265,4.74367,3.959202,0.78446794,0.9500886,0.72152275,5748.618,1.8115,5327.9432585587265,1.0,0.9189475235544148,0.8503739211495245
1407880457039926912,253.3228488464501,47.417161498955885,4.506866540178258,0.2815748,5.555265,6.2499104,4.743128,1.5067825,7.448273,1.9239774,,,3783.3332880151274,1.0,0.7853992565701727,0.610578979407108
1410669883680112128,249.6865291654748,48.92845927997814,7.728817300160124,0.09621633,4.0151134,5.1362906,2.9947731,2.1415174,1.3085464,0.92356074,,,3029.266432071691,1.0,0.6986899905051805,0.43893928500982077
1444522300510441984,206.68042343393435,25.70197482309444,10.542305399405343,0.03615064,5.8392367,6.1019998,5.406643,0.69535685,1.2232088,0.25736138,6262.0283,4.9429,5617.621296636851,1.0,0.9395996258300561,0.8855668063333675
1517698716348324992,194.0056156711975,38.31862104268021,32.722737796620656,0.58442336,2.9043932,3.1570334,2.9376268,0.2194066,8.417524,2.2037115,,,8015.793103278859,0.8665999928601884,0.9005989914829577,1.0
1535113503063938944,185.9454008076848,42.54279959105046,7.604757509892537,0.08549206,5.9515915,6.1279926,5.639708,0.4882846,2.3153813,0.5486288,6822.909,5.4817,6442.503777905821,1.0,0.9930442865122203,0.974848006190126
1547080896862730112,184.9528667753451,48.9841721527792,5.123679716644928,0.08257755,4.521284,5.547102,3.5175648,2.0295372,0.9359811,0.64495593,,,3139.0245675354327,1.0,0.712573624185102,0.4675530021088336
1561439694084279552,206.64842814288883,54.432657688820136,10.741709768261495,0.041760836,5.6708803,5.6488447,5.6853676,-0.036522865,0.82475185,0.4052058,10724.708,2.2415,10604.932004035125,0.7762968817571672,0.8461326333457678,1.0
1572176115892598528,183.6807228238648,53.43454619194569,6.603104863011594,0.05477791,5.902937,6.41727,5.217974,1.199296,2.9292934,0.52086836,4935.1543,14.4918,4310.108812628415,1.0,0.8362493967470168,0.7047340056028807
1643294658279720960,243.10553580136067,67.14399401872758,7.347420729887211,0.021450339,5.948644,6.4451776,5.2851725,1.1600051,0.9757743,0.16078892,5043.692,11.2407,4388.730373807261,1.0,0.8433008336548311,0.7174853870709594
1693272581363394304,183.0499920871888,77.61633033521059,29.579438647454563,0.08092749,5.0619016,5.2302084,4.781325,0.44888353,1.1610819,0.693189,7055.2695,1.8883,6630.193924125855,1.0,0.9832508292073908,1.0
1763579787250525056,314.29682298857693,16.25140845644647,1.7602540691434374,0.04599748,5.7144575,7.6636386,4.356892,3.3067465,0.8732923,0.30462998,,,2226.085788304868,1.0,0.5785153361406791,0.1652458724457233
1780482957460615040,327.89280141831136,19.82674256638625,6.373747788920636,0.08065339,5.761835,5.7029915,5.8449636,-0.14197206,1.1029776,0.4460009,12144.874,3.2763,12330.622115650363,0.7440735347014402,0.826038983031134,1.0
1793035016563051392,328.0758398142776,21.273269022675954,3.1294226056605385,0.111103736,4.891479,6.566973,3.6329596,2.9340136,1.2322866,0.5733285,3632.5725,215.8695,2431.460162949907,1.0,0.6129389337447715,0.24937133394318994
1797346167298274304,322.487178472437,23.63885637276082,7.282392278901804,0.14426239,3.7691293,4.7788167,2.832746,1.9460707,1.9028527,1.0161114,4480.5312,80.8063,3226.3149620709373,1.0,0.723272977916668,0.4892800893091458
1798044803856557952,324.6881602426444,25.49878591770125,8.09132005281059,0.05974926,5.9167633,6.427448,5.249117,1.1783309,2.7638235,0.44758633,,,4351.68906498315,1.0,0.8399945349513441,0.7115150485287698
1804220584576331136,306.5067730621112,13.911489168056756,3.844707251197328,0.034910794,5.784687,6.60967,4.892213,1.7174573,1.0191784,0.18991171,,,3493.264451568566,1.0,0.7542829283199438,0.5507956189086296
1823924627547073408,300.92606865419066,21.49653036309165,2.3889652354420248,0.045781124,5.8305445,6.8881707,4.804519,2.0836515,1.6143383,0.2943366,,,3084.980656254823,1.0,0.705799187683598,0.4536521568117963
1834348684966184448,300.5064818289253,24.93828785082768,,,5.881157,5.3300304,4.8191485,0.5108819,,239.41914,,,6339.944133026309,1.0,0.986784532982172,0.9645140308159639
1837238235869960448,303.5606032657661,28.694732208010468,10.43015377357361,0.06958069,5.1382403,5.2426043,4.946197,0.29640722,0.9941214,0.5436337,,,7484.7736425882995,0.902622944602824,0.921634553647149,1.0
1846740215346263936,321.1419327580056,26.17458354039332,14.494449498032386,0.041337717,5.5857654,5.751461,5.290225,0.461236,0.949026,0.31342223,7029.2896,3.211,6570.089294746953,1.0,1.0,0.9874351270431241
1871257194353687552,315.30357669801555,36.02598891296805,5.387001545943512,0.029160783,5.7634697,6.2391477,5.124677,1.1144705,1.2906375,0.263461,5013.436,15.7451,4483.700458087299,1.0,0.8516519825243523,0.7324994861675183
1929070748384089984,341.22084199464973,39.20093649284644,3.3924614988773207,0.022626182,5.913136,6.714956,5.0335298,1.681426,1.1119473,0.1483541,,,3539.567393474786,1.0,0.759419461102336,0.5607910977407302
1937658007215625728,353.2356479273695,46.12367601128495,2.888969328275452,0.033886287,5.604608,6.8336263,4.492156,2.3414702,0.9278344,0.23941055,,,2851.681894205151,1.0,0.675124565488038,0.3891924039213735
1962909425622345728,332.16974273562016,45.74246076572013,23.52456673331771,0.022838078,5.9107413,6.296338,5.3345575,0.96178055,1.0657704,0.17351575,5573.77,2.8038,4836.4157808022255,1.0,0.8811909899054611,0.7848882291914512
78915767751946752,33.26421874108002,15.279770283967611,5.565881911185861,0.10941189,5.034757,5.9729652,4.0700884,1.9028769,1.2071465,0.52013564,,,3273.4821849533805,1.0,0.7289345046773275,0.5006683778467944
112574322643706368,47.61271727590387,26.89653802208641,,,5.615854,6.2760606,4.8266435,1.4494171,,0.23415348,,,3871.2099344714184,1.0,0.794356176945007,0.6274641751261443
154868690970232576,73.19654537768743,27.89733865437767,8.495356634690754,0.035281084,5.8804245,6.063762,5.5538588,0.50990343,0.8976186,0.19505686,6692.2773,4.9891,6344.311971140148,1.0,0.9870531830694308,0.964958168325626
175618983647633920,70.46076682853362,38.279744726887806,31.55224485286816,0.032706626,5.8322744,6.120894,5.3788934,0.7420006,0.97419286,0.1942439,6003.371,1.7378,5461.91992743292,1.0,0.9286352305735361,0.866934514030619
184157035035401088,81.18666402083214,36.19990613138619,1.7926575300354373,0.027868532,5.8512707,6.738314,4.923595,1.8147192,1.051327,0.15418099,4394.479,106.4222,3374.306579313198,1.0,0.740767839448164,0.5242396250847282
192999479344871808,86.8112284381354,42.52635752815966,6.236463002160336,0.035095155,5.873954,6.555112,5.076756,1.4783559,0.9395447,0.13215463,,,3826.3547689983425,1.0,0.7898099672053771,0.618911000186879
246137776809763712,62.16553233551129,47.71236664387762,6.375553245522002,0.2916508,3.9444187,3.9575036,3.8709404,0.08656311,3.8565874,1.7598205,,,9159.623367893979,0.8162412319824097,0.8705460735484042,1.0
249147311932147072,52.64371528526615,47.99530064901789,9.505969376245387,0.20027831,3.8675852,4.6053596,3.0517733,1.5535862,3.311327,1.124635,,,3714.6473118519284,1.0,0.7782522966216405,0.5970057667902117
250437313946591360,59.1528146624188,50.69479996042314,26.21702113860819,0.082352996,5.167717,5.387593,4.8160067,0.57158613,1.0426569,0.5407835,6539.5977,2.3765,6081.072345371536,1.0,0.9705224596625643,0.937520531885501
260900747632644352,74.94293443641553,53.15540398124008,4.365959438338605,0.033743605,5.5645556,6.3461323,4.701792,1.6443405,1.0012351,0.22122802,4379.5977,37.8999,3588.5719251605815,1.0,0.7647830112228362,0.571173188778179
285317808507191936,75.400340188798,61.07720233047317,28.32391007516209,0.024293607,5.9388194,6.146765,5.580117,0.566648,0.93767494,0.1696136,6549.834,1.5282,6101.278817852468,1.0,0.9718164922855845,0.9396764794202521
287221784689921280,82.54245856664122,63.06719805922208,3.0424006926174907,0.1379598,4.6065855,5.708052,3.5911329,2.1169193,1.848511,0.8886004,,,3052.6952420337784,1.0,0.701695334134409,0.44517492826304994
296483280365523840,19.86676642711717,27.26400793219429,10.150197131523452,0.1618678,4.72607,4.75566,4.669214,0.086446285,0.8797264,0.955471,,,9160.789668706726,0.8162011062738372,0.8705218122976001,1.0
326173044957518080,34.26965162484768,34.22313618253068,91.6503559470644,0.42705396,4.6710567,5.013268,4.1817183,0.83154964,3.2486463,1.9627954,,,5187.34441336925,1.0,0.9085154193683928,0.8324341422899321
342474339928013056,29.040042620789613,37.251884384722096,9.960803562375894,0.07430426,5.39043,5.9274974,4.703172,1.2243252,1.3050842,0.35521036,,,4261.545333918696,1.0,0.8318292648059612,0.6967054359407192
355431809584909696,36.10398657583072,50.00638343724548,8.068245338051293,0.09715372,4.9302106,5.4189506,4.2892127,1.1297379,0.954007,0.52264833,5026.739,15.6632,4451.380048700651,1.0,0.8488299259578013,0.7274363025757173
414844573229875712,10.516330240572175,50.51250655802095,2.9021845719617136,0.23675507,4.776489,4.710863,4.8381753,-0.12731218,2.8941948,1.643953,,,12053.551004552308,0.7485224838748665,0.8288353468556955,1.0
419090268665059712,6.2768743148044965,53.04676265248804,5.058517316149692,0.14204578,5.694212,5.669715,5.7308087,-0.061093807,2.499103,1.0073785,,,10957.417503429553,0.7687072734338958,0.8414329849316755,1.0
425955069515091456,13.750379736127003,58.97249926990205,9.06202837065764,0.107041046,4.45898,5.078497,3.7104518,1.3680451,2.045077,0.81570286,,,4003.418658611065,1.0,0.8074557241110581,0.6519180801072112
426512590631144704,14.19595079254596,60.3628186209266,,,5.967921,5.5102186,5.5770454,-0.06682682,,59.56717,,,11043.47509116053,0.7669470243142539,0.8403401342446607,1.0
426558460884582016,14.177450998208093,60.71672280471204,,,2.0645833,2.7258432,2.3151085,0.41073465,,2.041724,,,6823.590981068444,0.9763374533941349,0.9635775518715715,1.0
428520986055878272,7.583182661597637,59.97753019197706,3.202052340637775,0.27265793,5.942178,5.9123645,5.8555756,0.05678892,6.3268833,2.2625499,,,9467.937595922616,0.8061804593075912,0.8644467500225512,1.0
432336806794345472,0.6504657189348808,66.0989627384363,4.062621074018301,0.028997479,5.585219,6.107744,4.9073777,1.2003665,0.95250934,0.24427016,,,4308.0080144260055,1.0,0.8360592200037333,0.7043891437896943
441161693272718336,43.5644294632559,52.7624559609044,12.372553770757875,0.23172382,3.707698,4.158068,3.1543062,1.003762,8.996422,1.689074,,,4733.723866326283,1.0,0.8728191660495977,0.7701496986406982
487286480940656768,56.50969325226341,63.344987620350096,2.9225123724989266,0.1564474,4.4914093,4.9819956,3.8624656,1.11953,1.7497947,1.24108,,,4472.935215559286,1.0,0.8507142811426434,0.7308182834224489
491398310827131904,49.99708098036551,65.65222617297296,4.058940038966464,0.3232022,4.6590376,4.668251,4.7680187,-0.099767685,4.1031365,2.764078,,,11568.912382367162,0.7568889530876175,0.8340746242830419,1.0
511974502720839040,28.59918850459428,63.67001834766423,7.003721351367755,0.24873139,3.3546658,3.391168,3.4182537,-0.027085543,2.4672916,1.9202522,14805.9375,6.1031,10476.171575466178,0.7792350119493234,0.8479466397377846,1.0
517534664294712960,41.20727616113533,67.82448892388781,7.79280952478215,0.03912258,5.9381804,5.986661,5.8210683,0.16559267,1.03508,0.2703268,9296.346,3.4704,8439.223955050615,0.8448674236439554,0.8877248857808651,1.0
526024715129959296,14.62991401446846,66.35173619401951,9.123948433759292,0.0374887,5.9624877,5.9456677,5.9491735,-0.0035057068,1.0287277,0.31133988,9998.825,2.5521,10169.177997497967,0.7866447744695233,0.8525083303273201,1.0
589907543288859264,142.98596093539476,11.29945493965191,14.260224794353796,0.11057409,4.6827707,5.210151,4.010037,1.2001143,1.0636808,0.6584747,4878.6875,10.5718,4308.50274997054,1.0,0.8361040147536675,0.7044703780585337
666735780843072256,119.24759587483304,15.790089008898876,6.981048328341601,0.06936081,5.4070616,6.060087,4.6307044,1.4293828,1.1054398,0.311518,,,3902.9099796458518,1.0,0.7975374173531345,0.633428669461366
675727793092702080,125.0876832434835,20.747518755955856,8.16529723293975,0.04136737,5.4872103,6.053771,4.7663198,1.2874513,0.8358833,0.24368389,4568.0933,14.726,4144.0011210813755,1.0,0.820918654394569,0.6767670955363725
679023579196041856,125.1338000557156,24.02222683648956,5.736233621069806,0.058244176,5.921402,5.8871536,5.9210415,-0.033887863,1.0633379,0.33638528,10302.052,4.0126,10568.626085001317,0.7771158148835453,0.8466385424428212,1.0
705832627619469056,133.56159614489104,30.579017324597384,8.644486537973306,0.06520782,5.773994,6.093043,5.0626516,1.0303912,1.1161687,0.25264966,5269.0767,10.3548,4670.934914839979,1.0,0.8676104332677135,0.7609370655501567
712942516481108992,134.2355429148086,32.910133781010856,17.037678369336724,0.071596965,5.414233,5.4883504,5.26612,0.22223043,0.9669526,0.4841706,7961.4976,2.2764,7994.856712042439,0.8678060321931439,0.9013093147667809,1.0
792994797003014528,145.39640134501957,31.27776826466136,3.299887515718928,0.06927217,5.1995974,6.140961,4.229901,1.9110603,0.8212573,0.34830683,,,3264.4371215431493,1.0,0.727855165915009,0.49850291564824095
798068905726303232,143.9106108359265,35.80898121341234,89.009238360773,0.09367613,5.200431,5.587703,4.6535764,0.93412685,1.0087707,0.48586726,5455.0293,1.0071,4906.674151922353,1.0,0.8868169199908058,0.7947462760333088
803591580836660352,152.74565949274574,40.66161999783744,4.510114870547054,0.07414339,5.9411526,6.576508,5.161809,1.4146991,2.1670308,0.37813815,,,3926.4893987294013,1.0,0.7998870036717379,0.6378231429065572
823773494718931968,152.8329289582321,49.451988897100506,205.31478196510724,0.02237224,5.9611735,6.788394,5.066091,1.7223029,0.94332755,0.137554,3978.864,0.7148,3487.1329144213582,1.0,0.7535976377324857,0.5494580974041979
852067158716475008,155.12954254592466,54.21680961510735,5.728509377662466,0.0781605,5.6830554,6.265308,4.963945,1.301363,1.9456829,0.589561,4791.762,18.1807,4119.002089755046,1.0,0.8185583282246242,0.6724306086466366
894177491988669952,115.68101375544856,34.00021230066273,15.431713206163046,0.045182265,5.939928,6.165937,5.5523853,0.6135516,1.427424,0.28625584,6347.062,2.9827,5914.984473777883,1.0,0.9597202501802077,0.9194677407136214
944939847899350784,99.13682410093568,38.44541746987802,2.0387256186369243,0.16614002,4.140064,5.678183,3.0007062,2.677477,3.1196902,1.0751067,4105.7466,543.8634,2596.8166283274363,1.0,0.638604099288113,0.3087530834201576
997809280404484480,96.6074425871591,56.285193431975244,12.41614571695814,0.09181079,5.4875603,5.592858,5.2894664,0.30339146,1.0437851,0.40227655,7556.724,3.1901,7440.377880277959,0.9062802478797692,0.923749724656972,1.0
1058848221743528064,161.90284410967712,65.61646557301746,3.2226151832071905,0.028743394,5.7610083,7.240879,4.5476527,2.6932263,1.1584373,0.24733233,,,2586.006385772125,1.0,0.6369768461148697,0.3050631391774613
1061909811871141504,172.85040436553678,69.33099194674183,8.645797394390561,0.14456499,3.1029344,4.1895647,2.3713224,1.8182423,2.4780712,1.1225573,,,3370.1543802330843,1.0,0.740287535214251,0.5232888307478666
1068971975056597632,137.0976608806673,66.87305327249916,6.407862478071984,0.08219696,4.5617146,5.401496,3.668296,1.7331998,1.1017663,0.6712797,4481.609,48.7263,3473.4251698152584,1.0,0.7520612248456863,0.5464559517745367
1073264537170851840,155.26325619516695,68.74750463579039,7.692737032154326,0.046249703,5.8277864,5.9464655,5.5903616,0.3561039,1.4971057,0.37490317,,,7122.963687440744,0.936835584667549,0.9412788218327789,1.0
1092518738120160256,128.64991038948975,65.1448198446271,21.782302439201864,0.14874052,5.4203057,5.511339,5.2462344,0.26510477,2.8196242,1.186989,,,7691.093885820797,0.8871137385595325,0.9126233909732899,1.0
1104599656490260224,93.21282805567488,65.71828195791502,4.590460602546197,0.07277013,4.9220138,5.601854,4.1331496,1.4687042,1.140568,0.5422138,,,3841.194266552756,1.0,0.7913198686966318,0.6217555928631691
1106980167887313664,94.7115958307609,69.3192875925663,18.3471980578829,0.22223322,4.756203,4.753001,4.709428,0.04357338,3.85062,1.7228706,,,9612.318187410634,0.8018120555263986,0.8617881562169417,1.0
1108520892912114048,112.71941153449691,68.46545667457782,6.985832536079278,0.26435074,5.2948775,5.884396,4.564467,1.3199291,5.5292935,2.2203422,4969.8354,16.6399,4086.125895770032,1.0,0.8154323644844025,0.6666744859941092
1178359260166926848,220.43061119671424,11.66016063992664,8.888804290237843,0.07780384,5.30772,5.778513,4.656312,1.122201,1.2386562,0.4103288,,,4467.273928443191,1.0,0.8502202515118554,0.7299320708559828
1214075521005940224,229.6020516952125,20.57266356967069,7.79024451314589,0.21930236,5.4239793,5.9184566,4.7689104,1.1495461,5.7369833,1.5976803,5104.279,12.4523,4410.168988993211,1.0,0.8452017135404712,0.7209111297667186
1222646935698492160,233.67254376294215,26.714295174747274,42.24080076261629,0.97702134,2.2693703,2.9421518,2.4125688,0.529583,10.337642,1.8819535,,,6257.692732672478,1.0,0.9816906868304149,0.9560818837598845
1256239111870681600,216.04853685161493,25.703504548307077,6.423928012913547,0.23123562,4.370626,7.8426576,2.9362445,4.906413,1.7405849,1.5904225,3550.2476,519.519,1636.2808314215458,1.0,0.45844084954461684,0.0
1264661680178370432,227.1481593309505,25.108631347133837,6.828145474966197,0.03804349,5.441864,6.0707445,4.6773868,1.3933578,0.90046465,0.27317366,4825.025,19.3539,3961.293960399204,1.0,0.8033294680141108,0.6442453542069472
1312665361415345920,250.319197898252,31.604583878359986,,,2.7169063,3.2722857,2.3741522,0.8981335,,103.40894,,,5001.4245042478615,1.0,0.8942777850945417,0.8077636902003085
1328866562170960512,243.6687871683801,33.85822643128281,44.05746961395318,0.045887534,5.4312882,5.7519083,4.946602,0.80530643,1.2206292,0.40939888,5625.2656,1.7014,5264.725760123096,1.0,0.9142914214267552,0.8423808764111473
1367510272719203968,267.267501049366,50.78197500608699,15.385815239863128,0.2656947,5.0125294,5.0218215,4.959889,0.061932564,2.3199987,2.1843987,8894.626,3.0184,9413.035520684036,0.8078959635157101,0.8654890924594224,1.0
1368422077095970816,265.3405575920714,51.81812521991964,10.30682747825234,0.18889263,5.7232037,6.24034,5.050015,1.1903253,8.034742,1.4402044,4700.7,9.7319,4327.798096539391,1.0,0.8378470693114206,0.707629183854974
1398436236272992256,240.69992929834103,46.03643052959376,8.719380329374415,0.07753644,4.686431,4.6550317,4.745521,-0.09048939,0.819677,0.73472,,,11415.316208203081,0.7597140300920969,0.8358380822483217,1.0
1423245238684739584,244.7965737401997,49.038303284529405,5.305089054298686,0.049070086,5.4663253,6.183225,4.6450095,1.5382156,1.2584349,0.35475358,,,3736.9168351889834,1.0,0.7805838760090187,0.6014437677854615
1430517198137007872,251.32434065927396,56.78211919647027,37.32686226653061,0.70259964,4.7224774,4.9362373,4.375336,0.56090117,7.45946,5.0956616,,,6124.977171609751,1.0,0.9733286973028873,0.9421941417415195
1475118788534734592,203.6996807618988,37.182371955123614,21.32734445109181,0.08918943,4.7812433,5.0305934,4.3837357,0.64685774,0.94191414,0.69812983,,,5789.930235897178,1.0,0.9513847412174715,0.905467809101106
1497120565961994752,208.2851003553299,40.33792386404673,3.111711980759963,0.02411965,5.829656,6.7539663,4.8721848,1.8817816,1.1150373,0.17648353,,,3297.038837353997,1.0,0.7317315600398923,0.506267847473194
1517740807028773504,188.4122776603653,33.247440636304404,11.085851168778932,0.06747284,5.145117,5.6518435,4.485455,1.1663885,0.90572715,0.41683134,4811.7964,11.2699,4375.7529598671335,1.0,0.8421456591568239,0.7154011397875747
1521686782461765888,191.2454554246112,39.27953401498874,56.95876286948424,0.03228926,5.8030252,6.0948205,5.3384056,0.7564149,0.8316593,0.18291096,5841.451,1.0179,5415.647030046657,1.0,0.925316416022626,0.8612717057928256
1536314925675920512,184.0315541256936,40.66003518191799,4.520467316313106,0.0855298,4.934459,5.9328465,3.9434826,1.9893639,1.1128947,0.5787303,5084.266,48.91,3180.4232947514697,1.0,0.717684549140122,0.4779657951368971
1574181350222633600,186.8960909214038,55.71267049331245,7.780739603264828,0.063556224,4.918238,5.9486485,3.9050772,2.0435712,1.1090937,0.5657152,,,3124.8225843783994,1.0,0.7108047618964421,0.4639343723014641
1580936921462126336,187.51801176022707,58.767710278188126,8.287476709026457,0.023755273,5.8060346,6.2981997,5.1514864,1.1467133,0.97872895,0.17563404,4870.5845,10.9839,4416.013492408783,1.0,0.8457183204557467,0.7218413055183143
1598329954168339712,236.9081343378081,55.376644249437255,13.696849246459625,0.028879117,5.8682046,5.958123,5.6765537,0.28156948,0.91610587,0.20569235,7713.905,2.3517,7581.042248322443,0.8951011467759514,0.9172726830520045,1.0
1625248992408317952,248.10722496590083,60.82325166177441,8.69804199528736,0.03481713,5.9136024,5.925038,5.8651066,0.05993128,0.96098393,0.28597292,9342.862,2.8635,9434.312545351271,0.8072274421095006,0.8650830121412124,1.0
1647329762874701952,234.41242194096176,69.28356386738083,4.257676621692943,0.113569275,5.1941724,5.9027023,4.4097905,1.4929118,1.6625295,0.9425329,4596.608,44.3696,3804.199183812029,1.0,0.7875447293239651,0.614636065071924
1649746523792049408,245.45273423545564,69.10934522768763,11.41597226875933,0.06999066,4.9591694,5.512759,4.2655544,1.2472048,1.0336614,0.58455795,,,4218.144139909434,1.0,0.8278361577069641,0.6894284897499614
1667027548045598208,217.69021333162448,63.18582758484399,31.5575634231011,0.024407614,5.9976234,6.2082415,5.634312,0.5739293,0.97415453,0.17985415,6522.1123,1.3651,6071.534537163599,1.0,0.9699101590946917,0.9364999065907564
1674016662427974400,213.0163714913484,69.4323274694451,7.244556786904585,0.086042635,4.4045196,5.437076,3.4214828,2.0155933,1.4224411,0.7264755,,,3153.26755591342,1.0,0.7143395742627164,0.47115802998604583
1677302170674242560,193.86891324197308,65.43834030829632,33.96667110241283,0.07920678,5.145214,5.308049,4.8793507,0.42869854,1.1368966,0.6693538,7094.3647,1.5671,6731.018731306993,0.9919680902338149,0.9722927895695659,1.0
1725211190830828672,205.59765430652243,82.7522251585697,8.810872612316999,0.036375176,5.666739,6.1545606,5.0165277,1.1380329,0.9857061,0.23962557,5039.983,10.4362,4434.024211780347,1.0,0.8473060333630379,0.7246978058784659
1726095477354219904,192.27686099785333,83.41792029544301,8.026082760567602,0.040091917,5.8380184,5.8284154,5.8290052,-0.00058984756,1.1471156,0.3634954,10060.339,2.9584,10132.600752544331,0.7875686765754125,0.8530758071623092,1.0
1754631755466911360,309.4548418939179,11.377636970931713,16.64777938173386,0.07284887,5.4184995,5.433475,5.3747025,0.058772564,0.99909234,0.511404,9076.111,1.9356,9446.680559305347,0.8068409941754556,0.8648482054307882,1.0
1756741374681702784,314.60783047224203,10.839132980363669,13.302135426379998,0.06518407,5.269335,5.735737,4.641278,1.094459,1.0785543,0.45611343,,,4526.818772378067,1.0,0.8553853497300842,0.7391815750796058
1778185149957051008,332.5796893023194,19.615923352395043,17.695544933075638,0.023413097,5.995103,6.3541007,5.456302,0.89779854,0.88719815,0.1335331,5688.175,3.3928,5002.324480804549,1.0,0.8943479716371189,0.8078858512972158
1801210568415251072,326.0370430016283,28.74156459933625,45.15602649478613,0.1221169,4.6213474,4.8415227,4.2072144,0.63430834,1.2343506,0.7798398,6339.9644,1.9073,5836.378416464315,1.0,0.954501581918116,0.9107099353922586
1824534959611831680,296.84697410021977,18.53431498544213,5.967380825829624,0.25969762,2.8368227,4.136857,2.2010698,1.9357872,2.8839815,1.7562025,,,3237.416972756361,1.0,0.7246129759729016,0.4919821780995975
1834396891668192256,298.62958361208763,24.31938109855189,6.979413108708196,0.19654062,5.527268,5.5351753,5.546328,-0.011152744,3.8143477,1.8133589,10264.725,3.607,10266.51880954053,0.7842301239683702,0.8510238451347969,1.0
